Ticker,Summary,Label,Confidence,URL
BNB,Volmex Labs announces launch of Volmex Indicators. the first two Volmex Indicators available are the Volmex Realized Volatility Indices. the Volmex Spot-Vol,POSITIVE,0.9516844153404236,https://finance.yahoo.com/news/volmex-labs-launches-volmex-indicators-192900397.html
BNB,"Litecoin was amongst the winners, while BNB was the biggest loser. the top 10 non-stablecoin cryptocurrencies by market capitalization were mixed. Litecoin gained 1.91% to",NEGATIVE,0.9913572072982788,https://finance.yahoo.com/news/bitcoin-ether-litecoin-rise-bnb-050516676.html
BNB,"jasmine monsegue, also known as the artist Spacebrat, released her first free NFT called “Gleam” through an open edition mint. a protocol called Holograph provided fans the capability to mint the",POSITIVE,0.925714373588562,https://finance.yahoo.com/news/first-free-spacebrat-nft-minted-235304691.html
BNB,"Valour Inc. (the ""Company"" or ""Valour"") announces its financial performance for the three months ended March 31, 2023. the company maintains a healthy cash balance at March 31, 2023 of $4.4",POSITIVE,0.9970721006393433,https://finance.yahoo.com/news/valour-inc-announces-q1-2023-113000761.html
BNB,"four meme coins have emerged as frontrunners. a new meme coin is poised to take center stage. the coin's future remains uncertain, but its recent performance has been remarkable.",POSITIVE,0.99967360496521,https://finance.yahoo.com/news/top-trending-meme-coins-buy-232933210.html
BNB,"Tenet, the first layer-1 blockchain to create a DeFi Ecosystem for Liquid Staking Derivatives (LSDs), has joined forces with ankr to increase adoption of LSDs across all blockchains",POSITIVE,0.9969643950462341,https://finance.yahoo.com/news/tenet-ankr-partner-bring-liquid-165000031.html
BNB,"space ID’s id token has nearly doubled in the past week on the back of strength in the largest cryptocurrencies. the token now has a market capitalization of $240 million, placing it among the top 200",POSITIVE,0.9709721207618713,https://finance.yahoo.com/news/space-id-tokens-wow-investors-105632420.html
BNB,"weekly decentralized exchange (DEX) trading volume on Binance’s BNB Chain has reached its highest level in a year, according to data from DefiLlama. the week commencing May 7 saw DE",POSITIVE,0.8016482591629028,https://finance.yahoo.com/news/weekly-dex-volume-bnb-chain-213959541.html
BNB,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBNB%26tbm%3Dnws%26pccc%3D1
BNB,"Litecoin was the biggest gainer of the day, climbing 2.12% to US$87.26. Litecoin was the biggest gainer of the day, rising 7.65% in 24 hours to US$87.26",POSITIVE,0.9988852143287659,https://finance.yahoo.com/news/bitcoin-ether-push-higher-litecoin-114205786.html
BNB,the introduction of Sui (SUI) to Binance Launchpool demonstrates the exchange's commitment to supporting new projects and providing users with diverse investment opportunities. users will be able to stake their BNB and TUSD holdings,POSITIVE,0.9990932941436768,https://finance.yahoo.com/news/binance-launchpool-adds-sui-token-052333659.html
ETH,"Bitcoin (BTC) and Ethereum (ETH) entered the weekend with moderate losses. bitcoin is down 7.9% and trades for $26,817. even the news that the Principality of Liechtenstein will soon accept it as",NEGATIVE,0.9992706179618835,https://finance.yahoo.com/news/week-coins-bitcoin-ethereum-lead-184731749.html
ETH,newer coins like AiDoge and Ecoterra have stood out as some of the best-performing assets. the coin is currently trading at the top of a nine-month range but has recently made a lower low.,POSITIVE,0.9254136085510254,https://finance.yahoo.com/news/why-ethereum-falling-1k-traders-170836402.html
ETH,"Lido Finance (LDO) and Rocket Pool (RPL) led weekly market gains with 22.9% and 12.8% price surges. Ethereum's price lost 1.% in the last seven days, according to CoinGeck",NEGATIVE,0.9984893798828125,https://finance.yahoo.com/news/ethereum-staking-tokens-lido-rocket-100033748.html
ETH,pressure on zero-yield generating bank deposits is expected to continue. ether yields at peak rates are the obvious choice for investors. ethereum shares all that it makes with stakers and does not di,POSITIVE,0.9759160280227661,https://finance.yahoo.com/news/crypto-cycle-ether-yields-bernstein-080423370.html
ETH,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BETH%26tbm%3Dnws%26pccc%3D1
ETH,Ethereum developers are already moving full-steam ahead in planning the next major change that the blockchain will undergo. the name is a portmanteau of two simultaneous upgrades happening on the two main layers of the blockchain. the execution,NEGATIVE,0.8725215196609497,https://finance.yahoo.com/news/meet-dencun-ethereum-developers-already-175907205.html
ETH,"a technical issue caused the network to stop finalizing blocks for over an hour. the network had resumed finalizing blocks at press time, but this is the second time the chain has seen a hit to its performance in 24 hours",NEGATIVE,0.9973358511924744,https://finance.yahoo.com/news/ethereum-resumes-finalizing-blocks-second-193218000.html
ETH,users can now unstake their stETH and receive ETH at a 1:1 ratio. the maximum time that it might take for a validator to exit is 5 days and 14 hours. the user uses the NFT,NEGATIVE,0.9935480952262878,https://finance.yahoo.com/news/liquid-staking-leader-lido-upgrades-215728549.html
ETH,"bitcoin and ether are the world's top two cryptocurrencies by market value. that positive relationship has weakened this year, signaling an impending regime change. bitcoin, the world's largest and most liquid digital asset,",NEGATIVE,0.9909772872924805,https://finance.yahoo.com/news/bitcoin-ether-correlation-weakest-since-090314985.html
ETH,liquid staking tokens protocol is a custom-built solution to the centralization of the staked Ether market. 88% of the market is staked on Lido Finance – creating a single point of failure,NEGATIVE,0.997982382774353,https://finance.yahoo.com/news/asymmetry-finance-raises-3m-seed-130000290.html
ETH,finality takes roughly 15 minutes and refers to the guarantee that a block cannot be altered or removed from the blockchain without burning at least 33% of the total staked ETH. the network lost finality for roughly an hour mid,NEGATIVE,0.999417781829834,https://finance.yahoo.com/news/ethereum-network-suffers-finality-issues-220336272.html
BTC,"bitcoin was trading flat at $27,578 (£21,854) on Tuesday. in the past two days, bitcoin reserves across all cryptocurrency exchanges have fallen. this could suggest investors are taking their digital assets off exchanges",NEGATIVE,0.9996962547302246,https://uk.finance.yahoo.com/news/bitcoin-janet-yellen-warns-us-of-cash-june-101930054.html
BTC,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,"SATO Technologies Corp. (TSXV: SATO) is pleased to announce financial results for the quarter ended March 31, 2023. the Company will be hosting a conference call for the presentation of the financial results for the quarter ending",POSITIVE,0.9979935884475708,https://finance.yahoo.com/news/public-bitcoin-miner-sato-technologies-110000961.html
BTC,"Cormint data Systems, Inc. has successfully raised $30,000,000 in Series A equity. the raise was co-led by its President, Jamie McAvity, and Silicon Labs chairman Nav Sooch. Cormint",POSITIVE,0.993436872959137,https://finance.yahoo.com/news/cormint-raises-30-000-000-130000468.html
BTC,"some 14,300 BRC-20 tokens have been launched, amassing a total market capitalisation exceeding $1bn (£800m) ordi (ORDI-USD), a memecoin honoring the",NEGATIVE,0.9943133592605591,https://uk.finance.yahoo.com/news/memecoins-bitcoin-blockchain-congestion-record-high-transaction-fees-101343793.html
BTC,"the largest cryptocurrency by market capitalization was recently trading at $26,950. the price has been range-bound between $26,800-$27,400. a resolution to the debt ceiling issue could potentially buoy bitcoin.",NEGATIVE,0.9933664202690125,https://finance.yahoo.com/news/bitcoin-slides-below-27k-investors-212124534.html
BTC,"the world's largest cryptocurrency by market cap broke through the key $30,000 price level briefly in April before falling back below it. traders are also looking at upstart tokens that some analysts think could deliver 10x or even 100x returns",NEGATIVE,0.9951954483985901,https://finance.yahoo.com/news/bitcoin-price-prediction-bearish-according-200108222.html
BTC,"tokenized versions of real world assets have outperformed Bitcoin and Ethereum so far in 2023, according to a new report from Nansen. the report delves into the terrain of real world assets, or RWAs",NEGATIVE,0.9911409020423889,https://finance.yahoo.com/news/defi-debt-tokens-theyre-outperforming-175413658.html
BTC,"bitcoin rose 2.3% to $27,466 on Monday, regaining lost ground. Ether (ETH-USD), was up 1.5% to $1,831, according to Coingecko data. other cryptocurrencies posted",NEGATIVE,0.9976465106010437,https://uk.finance.yahoo.com/news/bitcoin-rebounds-after-decline-crypto-083801328.html
BTC,"price is not showing positive sentiments as the cryptocurrency is showing a bearish outlook. price noted an almost 12% drop in just one month. in recent 7-days, BTC dropped by 7.16%.",NEGATIVE,0.9982824325561523,https://www.thecoinrepublic.com/2023/05/14/bitcoin-price-showing-bearish-trend-see-the-analysts-saying/
BTC,"bitcoin and ether are the world's top two cryptocurrencies by market value. that positive relationship has weakened this year, signaling an impending regime change. bitcoin, the world's largest and most liquid digital asset,",NEGATIVE,0.9909772872924805,https://finance.yahoo.com/news/bitcoin-ether-correlation-weakest-since-090314985.html
XRP,"Virgilio Saquicela, the opposition leader of the national assembly, was overwhelmingly re-elected last weekend. he floated the idea of invoking a clause in Ecuador’s constitution that",POSITIVE,0.9806873202323914,https://finance.yahoo.com/news/ecuadors-president-threatening-dissolve-legislature-175000089.html
XRP,two epa officials declined to appear at a hearing before a panel on the biden administration's proposal to cut vehicle emissions and ramp up electric vehicle sales. EPA said the requested witnesses had previously scheduled meetings with members,NEGATIVE,0.9962043166160583,https://finance.yahoo.com/news/epa-not-appear-u-house-202647438.html
XRP,"Ripple sold more than $361 million worth of XRP tokens in the first three months of the year, up from $226.31 million in the previous quarter. the company builds global payment products and has developed the",POSITIVE,0.9873630404472351,https://finance.yahoo.com/news/ripple-sold-336m-worth-xrp-123007510.html
XRP,hesham Zreik was ranked 39 among the top 50 investors in 2018 by Forbes. he is a growth-oriented business leader with exceptional entrepreneurial skills. his role will be to raise funds for X,POSITIVE,0.9998061060905457,https://finance.yahoo.com/news/xrp-healthcare-africa-partners-fastercapital-070000682.html
XRP,"'Blights Wrath' is a Tough RPG Like 'Dark Souls'—Built on XRP If the game garners enough players to steadily fill out the world, then",NEGATIVE,0.9490247368812561,https://finance.yahoo.com/news/minecraft-meets-world-warcraft-galas-152656918.html
XRP,"federal investment of $198,946 to support four active transportation planning projects. the project will help carry out archeological, and environmental assessments. the federal investment will also support the creation of an active transportation plan for Bonapart",POSITIVE,0.9971362352371216,https://finance.yahoo.com/news/canada-invests-active-transportation-planning-162100221.html
XRP,"a junior minister says she and other ministers have had productive discussions with the eu. a junior business minister said she and other ministers had had: ""productive conversations with our counterparts in the European Union"" a",POSITIVE,0.9986816048622131,https://finance.yahoo.com/news/uk-held-productive-discussions-eu-114158172.html
XRP,XRP led gainers among other top 10 non-stablecoin cryptocurrencies on the back of a favorable ruling for Ripple Labs. XRP led gainers among other top 10 non-stableco,POSITIVE,0.5936512351036072,https://finance.yahoo.com/news/xrp-gains-sec-motion-denied-012511133.html
XRP,"openAI CEO Sam Altman speaks with u.s. policymakers on artificial intelligence. he says government office should be formed and put in charge of setting standards. ""it comes back to transparency and explainability in A.",NEGATIVE,0.6354516744613647,https://finance.yahoo.com/news/openai-ceo-calls-regulatory-agency-223055171.html
XRP,Asian equities mostly gained after a Wall Street rally on Friday. most U.S. stock futures strengthened as of 4:30 p.m. in Hong Kong. XRP was the second-biggest,POSITIVE,0.9842967391014099,https://finance.yahoo.com/news/bitcoin-ether-drop-polkadot-xrp-113541953.html
XRP,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BXRP%26tbm%3Dnws%26pccc%3D1
